-0.155915141106,0.0807407349348,-0.0228888615966,-0.0415142811835,-0.0171549972147,-0.0638482347131,0.0137333404273,-0.104719653726,0.192733407021,-0.14925968647,0.186732083559,0.0161487404257,-0.171912610531,-0.10089264065,-0.0500509738922,0.0149538554251,-0.149117067456,-0.16901679337,-0.0210016071796,-0.056258443743,0.0862502977252,-0.0098080765456,-0.00576097005978,0.0426680967212,-0.156620711088,-0.28959441185,-0.145451053977,-0.113051481545,0.100425571203,-0.0591720156372,0.00833951868117,0.0292950887233,-0.205559074879,-0.0679447799921,-0.0447364933789,0.0454076938331,0.0156657919288,0.02227909863,0.222890913486,-0.0425309240818,-0.14167265594,-0.0763795822859,0.0648181438446,0.284334599972,0.133209630847,0.0358245112002,-0.0125786401331,-0.0657857581973,0.108363702893,-0.187188282609,0.0828563719988,0.15746755898,0.124313168228,0.07091550529,0.0744130834937,-0.145320311189,0.0345439985394,0.106211066246,-0.22019828856,0.0875118821859,-0.000749489292502,-0.0711047574878,-0.0142914708704,-0.00599046004936,0.206186100841,0.00877584889531,-0.110100738704,-0.0819608941674,0.190177723765,-0.179961010814,0.0251463130116,0.0723645091057,-0.0477331317961,-0.228620126843,-0.259566187859,0.0960354879498,0.398207753897,0.215986520052,-0.0438457578421,0.18060337007,-0.101784668863,-0.153571084142,0.0306795910001,0.0500519573689,-0.147384479642,0.0884177908301,-0.100139603019,0.116148225963,0.147948637605,0.0527904182673,-0.0032456535846,0.18873539567,-0.041804894805,0.0492264479399,0.0430129915476,0.059187926352,-0.150997653604,0.0108443684876,-0.108941704035,0.0271182674915,0.0738561525941,-0.11164201051,0.0126951290295,0.0881887376308,-0.14723213017,0.139232754707,0.00807492621243,-0.0463244579732,-0.0784566923976,-0.0251294989139,-0.107449859381,-0.0205420181155,0.102482639253,-0.257237613201,0.169170454144,0.0925781726837,0.0389081388712,0.236065715551,0.116225972772,0.0186568479985,0.0291187874973,-0.0789815038443,-0.170929327607,-0.0510647259653,0.0870985835791,-0.0594652406871,0.145617395639,0.052644316107;shubham kanodia:8
-0.154482766986,0.0325855538249,-0.053646966815,-0.0677826926112,-0.057423684746,-0.0568762756884,0.0255739931017,-0.10826998204,0.187544211745,-0.148109704256,0.195648089051,0.0138531671837,-0.154519036412,-0.0712003111839,-0.0526838600636,0.00870776362717,-0.15331992507,-0.116528972983,-0.0327647998929,-0.0813176259398,0.0851119235158,0.0449110530317,-0.0220961738378,0.0910719260573,-0.193225622177,-0.220911324024,-0.0967993810773,-0.13432122767,0.056861884892,-0.0472636148334,0.0266416613013,0.0871606320143,-0.138439312577,-0.0486417710781,0.0192580632865,0.125059619546,0.0561198964715,0.055162973702,0.205185517669,-0.0417181998491,-0.117231570184,-0.0485555045307,0.0567562356591,0.311823904514,0.161873325706,-0.00358070572838,-0.0203258767724,-0.106003381312,0.167642131448,-0.204280972481,0.0946519821882,0.111115254462,0.105407610536,0.0733865201473,0.0896959379315,-0.129106119275,0.0527779757977,0.116265401244,-0.212360680103,0.0672468096018,0.0323230959475,-0.0637231767178,0.0138030871749,-0.00379423797131,0.195364564657,0.000148956314661,-0.12277174741,-0.0855353474617,0.147143825889,-0.217395201325,-0.0270924884826,0.115342743695,-0.0510754659772,-0.194013461471,-0.250856220722,0.066856995225,0.429062604904,0.245534271002,-0.123865649104,0.126267716289,-0.105022847652,-0.129440248013,0.118527792394,0.0422111041844,-0.0762760192156,0.0512624010444,-0.114148557186,0.0911030098796,0.186609983444,0.0516368150711,-0.0115278381854,0.236325010657,0.0327726714313,0.0302141103894,0.0798670947552,0.0583564676344,-0.144212812185,-0.0107230488211,-0.116042487323,-0.00385265890509,0.0400841012597,-0.0780317336321,0.0340419486165,0.0840169787407,-0.169629529119,0.204586416483,-0.0160377249122,-0.0285172536969,-0.0656912401319,-0.041927151382,-0.0818445459008,0.000812920741737,0.140912100673,-0.263101965189,0.109396122396,0.0462090224028,0.0583525970578,0.238066077232,0.0582037605345,0.0260569546372,-0.00466773938388,-0.0737378448248,-0.135936096311,-0.0353007018566,0.0637347996235,-0.0621333010495,0.154029279947,0.0310122203082;shubham kanodia:8
-0.15362598002,0.024287045002,-0.00647901464254,-0.0120082814246,-0.0893659666181,-0.0314510688186,0.0242568589747,-0.0937530249357,0.157265633345,-0.112756088376,0.158174857497,0.0213239118457,-0.161659315228,-0.0091903321445,-0.082417473197,0.0133170709014,-0.133010283113,-0.0907592773438,-0.0507979094982,-0.113754488528,0.118589997292,0.0717009827495,-0.0093482863158,0.0461914464831,-0.223460629582,-0.219741359353,-0.0786998420954,-0.134452223778,0.0477036386728,-0.0477587804198,0.00893005449325,0.080114081502,-0.14300082624,-0.00172666460276,-0.00445264577866,0.125277847052,0.0561755225062,-0.00186671968549,0.144724711776,-0.0297216549516,-0.143756315112,-0.0308010466397,0.061890669167,0.275176525116,0.180156171322,-0.0272277388722,0.011991398409,-0.0821942910552,0.157795280218,-0.202282935381,0.0754042863846,0.113343060017,0.103481329978,0.0679009258747,0.0968170315027,-0.150581419468,0.0284527745098,0.127480506897,-0.183950051665,0.0749846026301,0.0327590033412,-0.0208804737777,0.0248104482889,-0.0324616134167,0.180687740445,0.0162428058684,-0.132372185588,-0.0676272138953,0.150307059288,-0.205581814051,-0.0220454148948,0.10769610852,-0.0965044274926,-0.222723811865,-0.246142417192,0.0807440951467,0.474476188421,0.248451545835,-0.0999126732349,0.126851350069,-0.114075861871,-0.0788097903132,0.0786570161581,0.0656646564603,-0.0857339799404,0.097218118608,-0.108695864677,0.108873933554,0.192814707756,0.0479177460074,-0.0381721630692,0.245144918561,0.0170945804566,-0.000223377719522,0.0527986362576,0.0539507009089,-0.148315414786,-0.025750476867,-0.0883827358484,-0.0353123992682,0.0332023724914,-0.11737781018,0.030740570277,0.0885462611914,-0.170947730541,0.192469999194,-0.0367808714509,0.00196576584131,-0.0658912435174,-0.0471693985164,-0.0774298161268,0.0536976791918,0.150511026382,-0.265305280685,0.100634090602,0.0632363408804,0.0571518428624,0.237975254655,0.0627203807235,0.0375611521304,-0.00019106362015,-0.0525276102126,-0.13737384975,-0.0351593717933,0.0531410053372,-0.0779473334551,0.132919609547,0.0549360960722;shubham kanodia:8
-0.138036832213,0.0670852512121,0.00252190139145,-0.0179508402944,-0.0345647335052,-0.0876946821809,0.0444079637527,-0.125173673034,0.182252570987,-0.101026631892,0.183613777161,-0.0105611933395,-0.136618971825,-0.0682445243001,-0.0779949203134,0.0163029953837,-0.100998133421,-0.167406633496,-0.0619097538292,-0.103788256645,0.0823877826333,0.00161605002359,0.000912241113838,0.033632338047,-0.156832486391,-0.256284296513,-0.109580904245,-0.177312329412,0.0569940581918,-0.0678629428148,0.0777240395546,0.0322730690241,-0.197218894958,-0.0375470146537,-0.0488462969661,0.0673836991191,0.0303829908371,0.0402720943093,0.208866223693,-0.0771483033895,-0.169180363417,-0.057775747031,0.046834141016,0.270370185375,0.102276541293,0.0038265385665,0.0314232744277,-0.0712273195386,0.130140081048,-0.141624227166,0.0991191789508,0.120991155505,0.0888526365161,0.0745683312416,0.101375937462,-0.132710397243,0.0577475726604,0.0719635263085,-0.190636262298,0.0856095850468,0.0485295280814,-0.0430116094649,-0.0436479970813,-0.0188315883279,0.172187298536,0.000743080745451,-0.0656807422638,-0.114313870668,0.186070904136,-0.230914726853,-0.0171010028571,0.11975030601,-0.061137162149,-0.194773927331,-0.288988798857,0.0726272314787,0.435582280159,0.184642657638,-0.087789542973,0.156423136592,-0.0683874413371,-0.0846443101764,0.0660631880164,0.0535589791834,-0.106685578823,0.173419266939,-0.129248455167,0.0801364183426,0.170852005482,0.0319505371153,-0.0426062382758,0.172436863184,-0.0254749059677,0.0161644332111,0.0635999515653,0.0487893223763,-0.100538983941,-0.00558997411281,-0.100601911545,0.0277980491519,0.0691402927041,-0.0867541730404,-0.036554377526,0.0334302186966,-0.152670577168,0.175506412983,-0.0235187076032,-0.0182374641299,-0.143518894911,-0.00425388664007,-0.0717301368713,0.0143505651504,0.155225500464,-0.234193041921,0.156825333834,0.0893015787005,0.0205861311406,0.209876298904,0.0638583227992,0.0320019572973,-0.0150449164212,-0.0544770844281,-0.18011187017,-0.0680646449327,0.0407911986113,-0.0517442263663,0.111354574561,0.0755509361625;shubham kanodia:8
-0.155987098813,0.0970880389214,0.0282557681203,0.0224475432187,-0.030544532463,-0.0885507166386,0.0394001156092,-0.11043240875,0.185622170568,-0.128910779953,0.21032461524,-0.0144580537453,-0.107462257147,-0.0781473219395,-0.0402241833508,0.0441384837031,-0.137210845947,-0.169869169593,-0.0718640983105,-0.0511632710695,0.0897030606866,0.0390040539205,-0.0198915544897,0.048046566546,-0.162627726793,-0.302527934313,-0.0704072862864,-0.134522795677,0.0748942866921,-0.0763956680894,0.0397876352072,0.0286540370435,-0.204324916005,-0.0381267219782,-0.055118471384,0.0870560109615,0.0183795336634,0.048708345741,0.18909996748,-0.00787326227874,-0.211595520377,-0.0334164351225,0.0239613987505,0.296378225088,0.134560078382,0.0277316626161,0.0199812538922,-0.0839370638132,0.103654071689,-0.192037895322,0.0763207674026,0.140914142132,0.0763006210327,0.0895297974348,0.0724758580327,-0.164655402303,0.00662164948881,0.0466240793467,-0.177788689733,0.0906519070268,0.0760498642921,0.00199203565717,-0.00074216350913,-0.0269465539604,0.199153319001,-0.0094588547945,-0.0991077423096,-0.0858607888222,0.12777608633,-0.236755251884,-0.0269806347787,0.124308384955,-0.0341635122895,-0.230980008841,-0.283332943916,0.0765845999122,0.423714637756,0.200366735458,-0.0984958261251,0.112038932741,-0.107652232051,-0.0798943340778,0.0728792920709,0.0558635443449,-0.0913672298193,0.172368258238,-0.114060953259,0.0610923059285,0.187431633472,0.073985144496,-0.0249722786248,0.236314073205,-0.0199387837201,0.0102087035775,0.0441136881709,0.0308504328132,-0.0928205251694,-0.00213084602728,-0.0994199812412,-0.00912577286363,0.037397723645,-0.0968277975917,-0.01468473766,0.0373780913651,-0.185512721539,0.214860096574,-0.0114869615063,0.0236858744174,-0.0795082449913,0.0315785855055,-0.115099273622,0.00715666171163,0.157657578588,-0.241218358278,0.165274351835,0.116887576878,0.0591017901897,0.216839641333,0.110448904335,0.0459225699306,-0.032856810838,-0.0435632094741,-0.159401625395,-0.0425173155963,0.0411153063178,-0.0681027323008,0.129154995084,0.0691145509481;shubham kanodia:8
-0.161166533828,0.0657763928175,0.0307347178459,-0.0248821843415,-0.0325276330113,-0.040554665029,0.0441963486373,-0.0964007973671,0.201952412724,-0.134745195508,0.234697207808,0.0127991475165,-0.204735934734,-0.147252246737,-0.00181442499161,0.0784139037132,-0.157524704933,-0.124556854367,-0.024390053004,-0.0817336291075,0.147366672754,0.00600707856938,-0.00115692603868,0.107394069433,-0.200914353132,-0.28833168745,-0.0631146505475,-0.134450674057,0.110468998551,-0.0785323530436,-0.0627256631851,-0.0159997045994,-0.206475049257,-0.0427886247635,-0.0462687648833,0.100163124502,0.015745351091,-0.0437484644353,0.162966430187,-0.0223258119076,-0.131263658404,-0.0251663960516,-0.00750642828643,0.249098226428,0.15064753592,0.0177601519972,0.0477010123432,-0.0907771512866,0.137074559927,-0.221777945757,0.0493543818593,0.133421093225,0.0683518350124,0.0857916101813,0.0640984326601,-0.18055306375,0.022475970909,0.104181617498,-0.22405102849,0.0966014936566,0.0276919528842,-0.0484709963202,-0.0227433815598,-0.0345755517483,0.174945577979,0.0182962436229,-0.12342646718,-0.0986416190863,0.131726667285,-0.205874636769,-0.0074600847438,0.0978023409843,-0.0794016197324,-0.224832594395,-0.248756185174,0.0981356799603,0.424726158381,0.268198400736,-0.120971418917,0.0969701036811,-0.121350690722,-0.0514419898391,0.0953983068466,0.0554864555597,-0.0457071140409,0.0790446251631,-0.123230829835,0.121179968119,0.139606833458,0.0449408590794,0.0216806288809,0.26834154129,0.0169179178774,0.0458735488355,0.00415372848511,0.0387915559113,-0.137038186193,0.0437724217772,-0.0400121584535,0.00490583758801,0.0719901174307,-0.0859330967069,0.0698582082987,0.0440194904804,-0.196403577924,0.194895431399,-0.0155402738601,-0.00161943305284,-0.0353463441133,-0.0222931671888,-0.110630273819,0.0439752228558,0.0952786207199,-0.292788237333,0.197159454226,0.168241366744,0.0863056108356,0.217213138938,0.0499030873179,0.033213198185,0.00920887570828,-0.0819039344788,-0.154131382704,-0.0396618209779,0.0512328669429,-0.085331171751,0.135563582182,0.0259281173348;shubham kanodia:8
-0.161166533828,0.0657763928175,0.0307347178459,-0.0248821843415,-0.0325276330113,-0.040554665029,0.0441963486373,-0.0964007973671,0.201952412724,-0.134745195508,0.234697207808,0.0127991475165,-0.204735934734,-0.147252246737,-0.00181442499161,0.0784139037132,-0.157524704933,-0.124556854367,-0.024390053004,-0.0817336291075,0.147366672754,0.00600707856938,-0.00115692603868,0.107394069433,-0.200914353132,-0.28833168745,-0.0631146505475,-0.134450674057,0.110468998551,-0.0785323530436,-0.0627256631851,-0.0159997045994,-0.206475049257,-0.0427886247635,-0.0462687648833,0.100163124502,0.015745351091,-0.0437484644353,0.162966430187,-0.0223258119076,-0.131263658404,-0.0251663960516,-0.00750642828643,0.249098226428,0.15064753592,0.0177601519972,0.0477010123432,-0.0907771512866,0.137074559927,-0.221777945757,0.0493543818593,0.133421093225,0.0683518350124,0.0857916101813,0.0640984326601,-0.18055306375,0.022475970909,0.104181617498,-0.22405102849,0.0966014936566,0.0276919528842,-0.0484709963202,-0.0227433815598,-0.0345755517483,0.174945577979,0.0182962436229,-0.12342646718,-0.0986416190863,0.131726667285,-0.205874636769,-0.0074600847438,0.0978023409843,-0.0794016197324,-0.224832594395,-0.248756185174,0.0981356799603,0.424726158381,0.268198400736,-0.120971418917,0.0969701036811,-0.121350690722,-0.0514419898391,0.0953983068466,0.0554864555597,-0.0457071140409,0.0790446251631,-0.123230829835,0.121179968119,0.139606833458,0.0449408590794,0.0216806288809,0.26834154129,0.0169179178774,0.0458735488355,0.00415372848511,0.0387915559113,-0.137038186193,0.0437724217772,-0.0400121584535,0.00490583758801,0.0719901174307,-0.0859330967069,0.0698582082987,0.0440194904804,-0.196403577924,0.194895431399,-0.0155402738601,-0.00161943305284,-0.0353463441133,-0.0222931671888,-0.110630273819,0.0439752228558,0.0952786207199,-0.292788237333,0.197159454226,0.168241366744,0.0863056108356,0.217213138938,0.0499030873179,0.033213198185,0.00920887570828,-0.0819039344788,-0.154131382704,-0.0396618209779,0.0512328669429,-0.085331171751,0.135563582182,0.0259281173348;shubham kanodia:8
-0.161166533828,0.0657763928175,0.0307347178459,-0.0248821843415,-0.0325276330113,-0.040554665029,0.0441963486373,-0.0964007973671,0.201952412724,-0.134745195508,0.234697207808,0.0127991475165,-0.204735934734,-0.147252246737,-0.00181442499161,0.0784139037132,-0.157524704933,-0.124556854367,-0.024390053004,-0.0817336291075,0.147366672754,0.00600707856938,-0.00115692603868,0.107394069433,-0.200914353132,-0.28833168745,-0.0631146505475,-0.134450674057,0.110468998551,-0.0785323530436,-0.0627256631851,-0.0159997045994,-0.206475049257,-0.0427886247635,-0.0462687648833,0.100163124502,0.015745351091,-0.0437484644353,0.162966430187,-0.0223258119076,-0.131263658404,-0.0251663960516,-0.00750642828643,0.249098226428,0.15064753592,0.0177601519972,0.0477010123432,-0.0907771512866,0.137074559927,-0.221777945757,0.0493543818593,0.133421093225,0.0683518350124,0.0857916101813,0.0640984326601,-0.18055306375,0.022475970909,0.104181617498,-0.22405102849,0.0966014936566,0.0276919528842,-0.0484709963202,-0.0227433815598,-0.0345755517483,0.174945577979,0.0182962436229,-0.12342646718,-0.0986416190863,0.131726667285,-0.205874636769,-0.0074600847438,0.0978023409843,-0.0794016197324,-0.224832594395,-0.248756185174,0.0981356799603,0.424726158381,0.268198400736,-0.120971418917,0.0969701036811,-0.121350690722,-0.0514419898391,0.0953983068466,0.0554864555597,-0.0457071140409,0.0790446251631,-0.123230829835,0.121179968119,0.139606833458,0.0449408590794,0.0216806288809,0.26834154129,0.0169179178774,0.0458735488355,0.00415372848511,0.0387915559113,-0.137038186193,0.0437724217772,-0.0400121584535,0.00490583758801,0.0719901174307,-0.0859330967069,0.0698582082987,0.0440194904804,-0.196403577924,0.194895431399,-0.0155402738601,-0.00161943305284,-0.0353463441133,-0.0222931671888,-0.110630273819,0.0439752228558,0.0952786207199,-0.292788237333,0.197159454226,0.168241366744,0.0863056108356,0.217213138938,0.0499030873179,0.033213198185,0.00920887570828,-0.0819039344788,-0.154131382704,-0.0396618209779,0.0512328669429,-0.085331171751,0.135563582182,0.0259281173348;shubham kanodia:8
-0.161166533828,0.0657763928175,0.0307347178459,-0.0248821843415,-0.0325276330113,-0.040554665029,0.0441963486373,-0.0964007973671,0.201952412724,-0.134745195508,0.234697207808,0.0127991475165,-0.204735934734,-0.147252246737,-0.00181442499161,0.0784139037132,-0.157524704933,-0.124556854367,-0.024390053004,-0.0817336291075,0.147366672754,0.00600707856938,-0.00115692603868,0.107394069433,-0.200914353132,-0.28833168745,-0.0631146505475,-0.134450674057,0.110468998551,-0.0785323530436,-0.0627256631851,-0.0159997045994,-0.206475049257,-0.0427886247635,-0.0462687648833,0.100163124502,0.015745351091,-0.0437484644353,0.162966430187,-0.0223258119076,-0.131263658404,-0.0251663960516,-0.00750642828643,0.249098226428,0.15064753592,0.0177601519972,0.0477010123432,-0.0907771512866,0.137074559927,-0.221777945757,0.0493543818593,0.133421093225,0.0683518350124,0.0857916101813,0.0640984326601,-0.18055306375,0.022475970909,0.104181617498,-0.22405102849,0.0966014936566,0.0276919528842,-0.0484709963202,-0.0227433815598,-0.0345755517483,0.174945577979,0.0182962436229,-0.12342646718,-0.0986416190863,0.131726667285,-0.205874636769,-0.0074600847438,0.0978023409843,-0.0794016197324,-0.224832594395,-0.248756185174,0.0981356799603,0.424726158381,0.268198400736,-0.120971418917,0.0969701036811,-0.121350690722,-0.0514419898391,0.0953983068466,0.0554864555597,-0.0457071140409,0.0790446251631,-0.123230829835,0.121179968119,0.139606833458,0.0449408590794,0.0216806288809,0.26834154129,0.0169179178774,0.0458735488355,0.00415372848511,0.0387915559113,-0.137038186193,0.0437724217772,-0.0400121584535,0.00490583758801,0.0719901174307,-0.0859330967069,0.0698582082987,0.0440194904804,-0.196403577924,0.194895431399,-0.0155402738601,-0.00161943305284,-0.0353463441133,-0.0222931671888,-0.110630273819,0.0439752228558,0.0952786207199,-0.292788237333,0.197159454226,0.168241366744,0.0863056108356,0.217213138938,0.0499030873179,0.033213198185,0.00920887570828,-0.0819039344788,-0.154131382704,-0.0396618209779,0.0512328669429,-0.085331171751,0.135563582182,0.0259281173348;shubham kanodia:8
-0.161166533828,0.0657763928175,0.0307347178459,-0.0248821843415,-0.0325276330113,-0.040554665029,0.0441963486373,-0.0964007973671,0.201952412724,-0.134745195508,0.234697207808,0.0127991475165,-0.204735934734,-0.147252246737,-0.00181442499161,0.0784139037132,-0.157524704933,-0.124556854367,-0.024390053004,-0.0817336291075,0.147366672754,0.00600707856938,-0.00115692603868,0.107394069433,-0.200914353132,-0.28833168745,-0.0631146505475,-0.134450674057,0.110468998551,-0.0785323530436,-0.0627256631851,-0.0159997045994,-0.206475049257,-0.0427886247635,-0.0462687648833,0.100163124502,0.015745351091,-0.0437484644353,0.162966430187,-0.0223258119076,-0.131263658404,-0.0251663960516,-0.00750642828643,0.249098226428,0.15064753592,0.0177601519972,0.0477010123432,-0.0907771512866,0.137074559927,-0.221777945757,0.0493543818593,0.133421093225,0.0683518350124,0.0857916101813,0.0640984326601,-0.18055306375,0.022475970909,0.104181617498,-0.22405102849,0.0966014936566,0.0276919528842,-0.0484709963202,-0.0227433815598,-0.0345755517483,0.174945577979,0.0182962436229,-0.12342646718,-0.0986416190863,0.131726667285,-0.205874636769,-0.0074600847438,0.0978023409843,-0.0794016197324,-0.224832594395,-0.248756185174,0.0981356799603,0.424726158381,0.268198400736,-0.120971418917,0.0969701036811,-0.121350690722,-0.0514419898391,0.0953983068466,0.0554864555597,-0.0457071140409,0.0790446251631,-0.123230829835,0.121179968119,0.139606833458,0.0449408590794,0.0216806288809,0.26834154129,0.0169179178774,0.0458735488355,0.00415372848511,0.0387915559113,-0.137038186193,0.0437724217772,-0.0400121584535,0.00490583758801,0.0719901174307,-0.0859330967069,0.0698582082987,0.0440194904804,-0.196403577924,0.194895431399,-0.0155402738601,-0.00161943305284,-0.0353463441133,-0.0222931671888,-0.110630273819,0.0439752228558,0.0952786207199,-0.292788237333,0.197159454226,0.168241366744,0.0863056108356,0.217213138938,0.0499030873179,0.033213198185,0.00920887570828,-0.0819039344788,-0.154131382704,-0.0396618209779,0.0512328669429,-0.085331171751,0.135563582182,0.0259281173348;shubham kanodia:8
